datetime,timestamp,tokens,consommation_co2_g,consommation_eau_L,consommation_electricite_kWh,usage
2025-01-04 23:00:00,1736031600,1000,30.78,0.12,0.0709,cours
2025-01-04 23:15:00,1736032500,1487,61.04,0.46,0.1667,autre
2025-01-04 23:30:00,1736033400,383,16.08,0.11,0.0456,autre
2025-01-04 23:45:00,1736034300,306,10.3,0.07,0.0261,autre
2025-01-05 00:00:00,1736035200,1106,46.13,0.25,0.1234,autre
2025-01-05 00:15:00,1736036100,1531,49.79,0.4,0.1403,autre
2025-01-05 00:30:00,1736037000,4884,241.52,1.48,0.5717,cours
2025-01-05 00:45:00,1736037900,4063,111.43,0.51,0.3085,cours
2025-01-05 01:00:00,1736038800,978,52.72,0.27,0.1283,autre
2025-01-05 01:15:00,1736039700,1056,33.14,0.25,0.0876,autre
2025-01-05 01:30:00,1736040600,1027,33.74,0.14,0.0918,autre
2025-01-05 01:45:00,1736041500,3781,94.83,0.72,0.2444,cours
2025-01-05 02:00:00,1736042400,3604,106.84,0.63,0.2484,cours
2025-01-05 02:15:00,1736043300,781,30.78,0.19,0.0791,autre
2025-01-05 02:30:00,1736044200,2746,95.02,0.43,0.2235,cours
2025-01-05 02:45:00,1736045100,715,32.88,0.17,0.0907,autre
2025-01-05 03:00:00,1736046000,292,7.63,0.05,0.0179,autre
2025-01-05 03:15:00,1736046900,3401,114.8,0.6,0.3072,cours
2025-01-05 03:30:00,1736047800,503,18.28,0.12,0.0438,autre
2025-01-05 03:45:00,1736048700,468,11.71,0.06,0.0288,autre
2025-01-05 04:00:00,1736049600,3679,113.98,0.44,0.2573,cours
2025-01-05 04:15:00,1736050500,1217,44.04,0.17,0.1133,autre
2025-01-05 04:30:00,1736051400,4418,156.65,1.02,0.4393,cours
2025-01-05 04:45:00,1736052300,328,10.66,0.09,0.0303,autre
2025-01-05 05:00:00,1736053200,2510,111.29,0.53,0.2572,cours
2025-01-05 05:15:00,1736054100,1082,46.86,0.24,0.1164,autre
2025-01-05 05:30:00,1736055000,2517,65.42,0.31,0.153,cours
2025-01-05 05:45:00,1736055900,3275,118.79,0.73,0.3181,cours
2025-01-05 06:00:00,1736056800,965,50.86,0.29,0.1323,autre
2025-01-05 06:15:00,1736057700,2531,90.71,0.72,0.257,cours
2025-01-05 06:30:00,1736058600,3605,183.68,0.93,0.4117,cours
2025-01-05 06:45:00,1736059500,399,14.13,0.08,0.0339,autre
2025-01-05 07:00:00,1736060400,619,33.46,0.13,0.0755,autre
2025-01-05 07:15:00,1736061300,3819,175.2,1.38,0.4653,cours
2025-01-05 07:30:00,1736062200,322,13.46,0.06,0.0327,autre
2025-01-05 07:45:00,1736063100,3940,227.33,0.88,0.544,cours
2025-01-05 08:00:00,1736064000,3480,93.05,0.61,0.2438,cours
2025-01-05 08:15:00,1736064900,4052,108.1,0.59,0.2486,cours
2025-01-05 08:30:00,1736065800,867,46.89,0.22,0.1054,autre
2025-01-05 08:45:00,1736066700,1209,66.04,0.32,0.1506,autre
2025-01-05 09:00:00,1736067600,837,24.7,0.16,0.0583,autre
2025-01-05 09:15:00,1736068500,671,20.59,0.1,0.0545,autre
2025-01-05 09:30:00,1736069400,3622,84.11,0.61,0.2224,cours
2025-01-05 09:45:00,1736070300,4043,150.62,0.83,0.3374,cours
2025-01-05 10:00:00,1736071200,3548,151.76,0.92,0.4323,cours
2025-01-05 10:15:00,1736072100,3540,151.39,0.79,0.3591,cours
2025-01-05 10:30:00,1736073000,2798,103.39,0.46,0.2458,cours
2025-01-05 10:45:00,1736073900,601,22.23,0.14,0.0539,autre
2025-01-05 11:00:00,1736074800,2097,56.6,0.29,0.126,cours
2025-01-05 11:15:00,1736075700,5249,168.04,0.87,0.4408,cours
2025-01-05 11:30:00,1736076600,2256,96.78,0.6,0.252,cours
2025-01-05 11:45:00,1736077500,592,29.22,0.24,0.0817,autre
2025-01-05 12:00:00,1736078400,584,29.42,0.16,0.0746,autre
2025-01-05 12:15:00,1736079300,4394,102.28,0.78,0.2719,cours
2025-01-05 12:30:00,1736080200,3205,162.46,0.85,0.4227,cours
2025-01-05 12:45:00,1736081100,1174,62.42,0.23,0.144,autre
2025-01-05 13:00:00,1736082000,2826,153.46,0.62,0.346,cours
2025-01-05 13:15:00,1736082900,883,31.45,0.18,0.0853,autre
2025-01-05 13:30:00,1736083800,549,19.53,0.09,0.0504,autre
2025-01-05 13:45:00,1736084700,5645,210.58,0.71,0.4755,cours
2025-01-05 14:00:00,1736085600,2312,53.74,0.43,0.1509,cours
2025-01-05 14:15:00,1736086500,892,25.08,0.19,0.0698,autre
2025-01-05 14:30:00,1736087400,4133,120.7,0.86,0.3295,cours
2025-01-05 14:45:00,1736088300,3913,158.2,0.68,0.3863,cours
2025-01-05 15:00:00,1736089200,744,32.54,0.15,0.0891,autre
2025-01-05 15:15:00,1736090100,761,33.29,0.12,0.0745,autre
2025-01-05 15:30:00,1736091000,813,20.74,0.14,0.0525,autre
2025-01-05 15:45:00,1736091900,755,41.28,0.3,0.1032,autre
2025-01-05 16:00:00,1736092800,4463,226.44,1.3,0.6044,cours
2025-01-05 16:15:00,1736093700,5710,278.47,1.18,0.7013,cours
2025-01-05 16:30:00,1736094600,632,36.64,0.2,0.088,autre
2025-01-05 16:45:00,1736095500,2130,93.77,0.45,0.2206,cours
2025-01-05 17:00:00,1736096400,3411,198.82,0.96,0.4674,cours
2025-01-05 17:15:00,1736097300,1573,42.37,0.25,0.1039,autre
2025-01-05 17:30:00,1736098200,2696,105.98,0.62,0.2406,cours
2025-01-05 17:45:00,1736099100,5139,173.13,0.67,0.401,cours
2025-01-05 18:00:00,1736100000,5177,166.76,0.61,0.3917,cours
2025-01-05 18:15:00,1736100900,2946,74.65,0.63,0.2099,cours
2025-01-05 18:30:00,1736101800,4068,156.63,0.83,0.4466,cours
2025-01-05 18:45:00,1736102700,5128,233.22,0.99,0.6282,cours
2025-01-05 19:00:00,1736103600,3120,138.04,0.59,0.3315,cours
2025-01-05 19:15:00,1736104500,738,20.71,0.08,0.053,autre
2025-01-05 19:30:00,1736105400,625,30.46,0.16,0.0781,autre
2025-01-05 19:45:00,1736106300,2485,120.81,0.74,0.2755,cours
2025-01-05 20:00:00,1736107200,605,24.21,0.11,0.0551,autre
2025-01-05 20:15:00,1736108100,2276,114.33,0.56,0.2593,cours
2025-01-05 20:30:00,1736109000,3534,108.89,0.72,0.2855,cours
2025-01-05 20:45:00,1736109900,569,20.89,0.11,0.0499,autre
2025-01-05 21:00:00,1736110800,3733,187.82,1.39,0.498,cours
2025-01-05 21:15:00,1736111700,333,10.23,0.08,0.0277,autre
2025-01-05 21:30:00,1736112600,3830,137.73,0.57,0.3738,cours
2025-01-05 21:45:00,1736113500,1050,52.93,0.37,0.1378,autre
2025-01-05 22:00:00,1736114400,1506,69.02,0.38,0.1756,cours
2025-01-05 22:15:00,1736115300,912,25.66,0.18,0.0593,autre
2025-01-05 22:30:00,1736116200,4727,122.83,0.75,0.3393,cours
2025-01-05 22:45:00,1736117100,437,11.22,0.08,0.0265,autre
2025-01-05 23:00:00,1736118000,5172,230.35,1.5,0.5714,cours
2025-01-05 23:15:00,1736118900,3919,142.24,0.7,0.3755,cours
2025-01-05 23:30:00,1736119800,588,16.61,0.1,0.0416,autre
2025-01-05 23:45:00,1736120700,3444,178.81,1.41,0.4706,cours
2025-01-06 00:00:00,1736121600,967,40.55,0.28,0.099,autre
2025-01-06 00:15:00,1736122500,822,25.66,0.11,0.0652,autre
2025-01-06 00:30:00,1736123400,4038,148.04,1.03,0.404,cours
2025-01-06 00:45:00,1736124300,523,21.63,0.12,0.0598,autre
2025-01-06 01:00:00,1736125200,3669,98.14,0.37,0.2425,cours
2025-01-06 01:15:00,1736126100,375,13.53,0.06,0.0307,autre
2025-01-06 01:30:00,1736127000,3388,162.21,0.78,0.422,cours
2025-01-06 01:45:00,1736127900,2596,106.34,0.69,0.2512,cours
2025-01-06 02:00:00,1736128800,579,24.98,0.12,0.0601,autre
2025-01-06 02:15:00,1736129700,1170,49.06,0.3,0.1107,autre
2025-01-06 02:30:00,1736130600,4591,125.99,0.44,0.2916,cours
2025-01-06 02:45:00,1736131500,982,29.26,0.14,0.0719,autre
2025-01-06 03:00:00,1736132400,2407,95.7,0.43,0.2302,cours
2025-01-06 03:15:00,1736133300,3183,107.43,0.45,0.2442,cours
2025-01-06 03:30:00,1736134200,4713,117.62,0.48,0.3016,cours
2025-01-06 03:45:00,1736135100,3641,177.64,0.83,0.4642,cours
2025-01-06 04:00:00,1736136000,5819,282.94,1.88,0.8059,cours
2025-01-06 04:15:00,1736136900,3893,207.93,0.93,0.4806,cours
2025-01-06 04:30:00,1736137800,857,47.29,0.23,0.11,autre
2025-01-06 04:45:00,1736138700,707,20.22,0.12,0.0561,autre
2025-01-06 05:00:00,1736139600,840,46.87,0.32,0.115,autre
2025-01-06 05:15:00,1736140500,3347,100.51,0.72,0.2535,cours
2025-01-06 05:30:00,1736141400,4208,207.27,1.28,0.5728,cours
2025-01-06 05:45:00,1736142300,1087,67.98,0.3,0.1517,autre
2025-01-06 06:00:00,1736143200,564,24.5,0.11,0.066,autre
2025-01-06 06:15:00,1736144100,2168,107.11,0.88,0.3002,cours
2025-01-06 06:30:00,1736145000,249,10.76,0.04,0.0263,autre
2025-01-06 06:45:00,1736145900,952,32.59,0.15,0.0769,autre
2025-01-06 07:00:00,1736146800,468,15.7,0.09,0.0444,autre
2025-01-06 07:15:00,1736147700,154,6.88,0.03,0.0166,autre
2025-01-06 07:30:00,1736148600,916,24.32,0.11,0.0603,autre
2025-01-06 07:45:00,1736149500,5992,237.04,1.76,0.6578,cours
2025-01-06 08:00:00,1736150400,798,40.59,0.19,0.1105,autre
2025-01-06 08:15:00,1736151300,1051,32.15,0.19,0.079,autre
2025-01-06 08:30:00,1736152200,3581,167.77,0.74,0.4419,cours
2025-01-06 08:45:00,1736153100,3401,200.2,0.72,0.4511,cours
2025-01-06 09:00:00,1736154000,4419,258.59,1.71,0.5988,cours
2025-01-06 09:15:00,1736154900,712,43.67,0.17,0.0974,autre
2025-01-06 09:30:00,1736155800,880,33.65,0.24,0.0895,autre
2025-01-06 09:45:00,1736156700,3821,236.0,1.22,0.528,cours
2025-01-06 10:00:00,1736157600,2831,134.2,0.55,0.3414,cours
2025-01-06 10:15:00,1736158500,4492,126.05,0.96,0.3276,cours
2025-01-06 10:30:00,1736159400,747,26.03,0.14,0.0733,autre
2025-01-06 10:45:00,1736160300,573,23.91,0.19,0.0673,autre
2025-01-06 11:00:00,1736161200,960,32.11,0.13,0.0766,autre
2025-01-06 11:15:00,1736162100,2601,114.53,0.8,0.2894,cours
2025-01-06 11:30:00,1736163000,3528,148.99,0.61,0.3998,cours
2025-01-06 11:45:00,1736163900,3490,104.83,0.58,0.2548,cours
2025-01-06 12:00:00,1736164800,4585,181.03,1.28,0.4824,cours
2025-01-06 12:15:00,1736165700,942,46.76,0.33,0.1147,autre
2025-01-06 12:30:00,1736166600,792,30.54,0.23,0.0791,autre
2025-01-06 12:45:00,1736167500,1045,27.55,0.17,0.0637,autre
2025-01-06 13:00:00,1736168400,1217,31.93,0.21,0.0739,autre
2025-01-06 13:15:00,1736169300,4057,142.91,0.65,0.3593,cours
2025-01-06 13:30:00,1736170200,803,41.47,0.21,0.1077,autre
2025-01-06 13:45:00,1736171100,406,12.28,0.06,0.0318,autre
2025-01-06 14:00:00,1736172000,480,22.89,0.11,0.0532,autre
2025-01-06 14:15:00,1736172900,3194,95.09,0.52,0.2484,cours
2025-01-06 14:30:00,1736173800,2890,91.9,0.57,0.2478,cours
2025-01-06 14:45:00,1736174700,3313,151.83,0.74,0.4235,cours
2025-01-06 15:00:00,1736175600,816,38.29,0.24,0.0965,autre
2025-01-06 15:15:00,1736176500,958,25.8,0.11,0.0648,autre
2025-01-06 15:30:00,1736177400,3429,140.36,0.64,0.3233,cours
2025-01-06 15:45:00,1736178300,945,21.92,0.13,0.0589,autre
2025-01-06 16:00:00,1736179200,819,31.3,0.22,0.0806,autre
2025-01-06 16:15:00,1736180100,1524,74.19,0.45,0.1722,cours
2025-01-06 16:30:00,1736181000,2560,76.9,0.44,0.1779,cours
2025-01-06 16:45:00,1736181900,756,24.41,0.11,0.0628,autre
2025-01-06 17:00:00,1736182800,2290,83.25,0.49,0.2103,cours
2025-01-06 17:15:00,1736183700,979,49.73,0.21,0.1308,autre
2025-01-06 17:30:00,1736184600,5030,310.94,1.45,0.7015,cours
2025-01-06 17:45:00,1736185500,1165,26.81,0.16,0.0741,autre
2025-01-06 18:00:00,1736186400,3286,176.11,0.62,0.3972,cours
2025-01-06 18:15:00,1736187300,4990,187.35,0.86,0.4478,cours
2025-01-06 18:30:00,1736188200,844,31.1,0.23,0.0771,autre
2025-01-06 18:45:00,1736189100,3162,134.42,1.12,0.3805,cours
2025-01-06 19:00:00,1736190000,2886,153.14,0.78,0.3852,cours
2025-01-06 19:15:00,1736190900,3197,170.0,0.68,0.435,cours
2025-01-06 19:30:00,1736191800,683,26.55,0.13,0.0725,autre
2025-01-06 19:45:00,1736192700,851,31.33,0.16,0.0754,autre
2025-01-06 20:00:00,1736193600,848,46.64,0.3,0.1043,autre
2025-01-06 20:15:00,1736194500,3503,113.95,0.48,0.2805,cours
2025-01-06 20:30:00,1736195400,3936,174.4,1.09,0.4138,cours
2025-01-06 20:45:00,1736196300,4690,148.43,0.69,0.4159,cours
2025-01-06 21:00:00,1736197200,4449,196.14,1.49,0.5006,cours
2025-01-06 21:15:00,1736198100,2015,57.74,0.33,0.1597,cours
2025-01-06 21:30:00,1736199000,946,29.31,0.19,0.0713,cours
2025-01-06 21:45:00,1736199900,4434,262.65,1.19,0.5918,cours
2025-01-06 22:00:00,1736200800,389,11.03,0.06,0.0265,autre
2025-01-06 22:15:00,1736201700,3275,117.7,0.59,0.3291,cours
2025-01-06 22:30:00,1736202600,2329,69.73,0.31,0.1809,cours
2025-01-06 22:45:00,1736203500,259,6.62,0.05,0.0163,autre
2025-01-06 23:00:00,1736204400,4041,99.18,0.73,0.2541,cours
2025-01-06 23:15:00,1736205300,1027,32.94,0.22,0.076,autre
2025-01-06 23:30:00,1736206200,627,34.99,0.2,0.0811,autre
2025-01-06 23:45:00,1736207100,50,1.7,0.01,0.0041,autre
2025-01-07 00:00:00,1736208000,2953,155.6,0.64,0.4017,cours
2025-01-07 00:15:00,1736208900,917,36.69,0.2,0.0977,autre
2025-01-07 00:30:00,1736209800,2021,69.18,0.38,0.1919,cours
2025-01-07 00:45:00,1736210700,3683,151.07,0.96,0.3919,cours
2025-01-07 01:00:00,1736211600,3484,138.16,0.72,0.3531,cours
2025-01-07 01:15:00,1736212500,973,49.04,0.2,0.1174,autre
2025-01-07 01:30:00,1736213400,3619,124.3,0.72,0.2989,cours
2025-01-07 01:45:00,1736214300,2526,79.58,0.61,0.2229,cours
2025-01-07 02:00:00,1736215200,1158,59.33,0.32,0.1523,autre
2025-01-07 02:15:00,1736216100,3341,166.94,0.77,0.4534,cours
2025-01-07 02:30:00,1736217000,3472,166.84,0.82,0.4562,cours
2025-01-07 02:45:00,1736217900,2566,103.88,0.45,0.2401,cours
2025-01-07 03:00:00,1736218800,3056,132.52,0.73,0.3741,cours
2025-01-07 03:15:00,1736219700,2615,100.55,0.63,0.2565,cours
2025-01-07 03:30:00,1736220600,3327,121.8,0.8,0.332,cours
2025-01-07 03:45:00,1736221500,1313,43.92,0.26,0.1003,autre
2025-01-07 04:00:00,1736222400,2128,92.63,0.47,0.2283,cours
2025-01-07 04:15:00,1736223300,1886,52.7,0.39,0.1412,cours
2025-01-07 04:30:00,1736224200,1241,42.98,0.19,0.1074,autre
2025-01-07 04:45:00,1736225100,3290,178.76,0.93,0.4224,cours
2025-01-07 05:00:00,1736226000,599,20.45,0.12,0.0459,autre
2025-01-07 05:15:00,1736226900,4539,110.94,0.53,0.2982,cours
2025-01-07 05:30:00,1736227800,2894,83.17,0.32,0.1896,cours
2025-01-07 05:45:00,1736228700,5326,319.45,2.04,0.7204,cours
2025-01-07 06:00:00,1736229600,4177,185.5,0.85,0.42,cours
2025-01-07 06:15:00,1736230500,3012,115.53,0.71,0.2794,cours
2025-01-07 06:30:00,1736231400,5657,291.73,1.09,0.7064,cours
2025-01-07 06:45:00,1736232300,2894,143.31,0.93,0.3672,cours
2025-01-07 07:00:00,1736233200,4242,156.17,0.73,0.3673,cours
2025-01-07 07:15:00,1736234100,3799,176.87,0.69,0.4387,cours
2025-01-07 07:30:00,1736235000,4801,244.06,1.41,0.5842,cours
2025-01-07 07:45:00,1736235900,5061,223.42,1.06,0.5687,cours
2025-01-07 08:00:00,1736236800,3532,107.8,0.53,0.2548,cours
2025-01-07 08:15:00,1736237700,573,32.23,0.12,0.0745,autre
2025-01-07 08:30:00,1736238600,3959,148.88,0.7,0.4083,cours
2025-01-07 08:45:00,1736239500,596,21.33,0.1,0.0492,autre
2025-01-07 09:00:00,1736240400,1404,53.33,0.22,0.132,autre
2025-01-07 09:15:00,1736241300,3636,99.53,0.66,0.2291,cours
2025-01-07 09:30:00,1736242200,690,19.05,0.07,0.0485,autre
2025-01-07 09:45:00,1736243100,855,40.21,0.23,0.1037,autre
2025-01-07 10:00:00,1736244000,2152,57.01,0.22,0.1291,cours
2025-01-07 10:15:00,1736244900,2528,88.5,0.46,0.2359,cours
2025-01-07 10:30:00,1736245800,1160,51.3,0.34,0.1181,autre
2025-01-07 10:45:00,1736246700,602,15.44,0.07,0.0388,autre
2025-01-07 11:00:00,1736247600,2453,135.73,1.0,0.3381,cours
2025-01-07 11:15:00,1736248500,4036,120.03,0.57,0.3152,cours
2025-01-07 11:30:00,1736249400,4685,160.93,1.03,0.3951,cours
2025-01-07 11:45:00,1736250300,4218,136.04,0.83,0.3556,cours
2025-01-07 12:00:00,1736251200,1098,30.48,0.24,0.0861,autre
2025-01-07 12:15:00,1736252100,2743,62.2,0.38,0.1649,cours
2025-01-07 12:30:00,1736253000,2078,86.23,0.57,0.2459,cours
2025-01-07 12:45:00,1736253900,1250,76.89,0.31,0.1717,autre
2025-01-07 13:00:00,1736254800,3177,110.58,0.43,0.2476,cours
2025-01-07 13:15:00,1736255700,3249,143.06,1.06,0.3673,cours
2025-01-07 13:30:00,1736256600,1198,60.46,0.28,0.143,autre
2025-01-07 13:45:00,1736257500,966,47.51,0.25,0.1235,autre
2025-01-07 14:00:00,1736258400,3955,154.76,0.98,0.371,cours
2025-01-07 14:15:00,1736259300,5665,205.45,0.96,0.4772,cours
2025-01-07 14:30:00,1736260200,2856,109.25,0.72,0.2457,cours
2025-01-07 14:45:00,1736261100,4427,202.03,1.35,0.518,cours
2025-01-07 15:00:00,1736262000,3557,190.97,1.07,0.4458,cours
2025-01-07 15:15:00,1736262900,3768,105.76,0.79,0.2808,cours
2025-01-07 15:30:00,1736263800,5028,202.46,0.71,0.4509,cours
2025-01-07 15:45:00,1736264700,4007,186.71,1.0,0.5295,cours
2025-01-07 16:00:00,1736265600,4038,206.36,1.11,0.5029,cours
2025-01-07 16:15:00,1736266500,4572,263.94,1.17,0.6345,cours
2025-01-07 16:30:00,1736267400,3135,158.0,0.99,0.3773,cours
2025-01-07 16:45:00,1736268300,2660,88.07,0.7,0.2433,cours
2025-01-07 17:00:00,1736269200,2455,116.87,0.56,0.2633,cours
2025-01-07 17:15:00,1736270100,210,8.73,0.05,0.0237,autre
2025-01-07 17:30:00,1736271000,5556,151.81,1.08,0.3682,cours
2025-01-07 17:45:00,1736271900,469,18.08,0.11,0.0486,autre
2025-01-07 18:00:00,1736272800,733,32.58,0.19,0.0856,autre
2025-01-07 18:15:00,1736273700,3223,95.71,0.48,0.2365,cours
2025-01-07 18:30:00,1736274600,3807,182.61,1.34,0.4662,cours
2025-01-07 18:45:00,1736275500,4315,168.52,1.08,0.4604,cours
2025-01-07 19:00:00,1736276400,4360,217.96,1.57,0.5937,cours
2025-01-07 19:15:00,1736277300,625,15.52,0.11,0.0396,autre
2025-01-07 19:30:00,1736278200,3332,115.22,0.54,0.2706,cours
2025-01-07 19:45:00,1736279100,3782,179.84,0.88,0.4089,cours
2025-01-07 20:00:00,1736280000,3251,97.56,0.75,0.2722,cours
2025-01-07 20:15:00,1736280900,5107,232.93,1.22,0.5983,cours
2025-01-07 20:30:00,1736281800,947,41.16,0.31,0.1143,autre
2025-01-07 20:45:00,1736282700,4234,101.55,0.84,0.2888,cours
2025-01-07 21:00:00,1736283600,4162,175.13,1.02,0.4208,cours
2025-01-07 21:15:00,1736284500,1152,47.6,0.3,0.116,autre
2025-01-07 21:30:00,1736285400,854,28.01,0.21,0.0765,autre
2025-01-07 21:45:00,1736286300,2203,110.74,0.82,0.2966,cours
2025-01-07 22:00:00,1736287200,3899,173.39,1.03,0.4921,cours
2025-01-07 22:15:00,1736288100,2848,142.94,0.52,0.3297,cours
2025-01-07 22:30:00,1736289000,2971,155.74,0.73,0.348,cours
2025-01-07 22:45:00,1736289900,4086,144.0,0.99,0.3961,cours
2025-01-07 23:00:00,1736290800,4738,236.34,1.38,0.6334,cours
2025-01-07 23:15:00,1736291700,3521,177.76,1.07,0.4069,cours
2025-01-07 23:30:00,1736292600,3808,199.44,0.92,0.4506,cours
2025-01-07 23:45:00,1736293500,1310,66.2,0.41,0.1689,autre
2025-01-08 00:00:00,1736294400,3740,108.79,0.55,0.3064,cours
2025-01-08 00:15:00,1736295300,6101,268.98,1.99,0.76,cours
2025-01-08 00:30:00,1736296200,4065,125.23,0.71,0.3074,cours
2025-01-08 00:45:00,1736297100,271,9.24,0.04,0.0237,autre
2025-01-08 01:00:00,1736298000,4253,130.34,0.72,0.3694,cours
2025-01-08 01:15:00,1736298900,3881,219.14,1.41,0.5367,cours
2025-01-08 01:30:00,1736299800,1186,53.52,0.34,0.1524,autre
2025-01-08 01:45:00,1736300700,1001,49.82,0.21,0.1162,autre
2025-01-08 02:00:00,1736301600,758,34.09,0.26,0.0896,autre
2025-01-08 02:15:00,1736302500,2275,84.54,0.61,0.2388,cours
2025-01-08 02:30:00,1736303400,3290,182.62,1.31,0.4467,cours
2025-01-08 02:45:00,1736304300,544,21.14,0.12,0.0542,autre
2025-01-08 03:00:00,1736305200,625,25.29,0.13,0.0565,autre
2025-01-08 03:15:00,1736306100,4088,120.76,0.85,0.2986,cours
2025-01-08 03:30:00,1736307000,5169,239.82,1.45,0.6353,cours
2025-01-08 03:45:00,1736307900,3894,194.66,1.18,0.4624,cours
2025-01-08 04:00:00,1736308800,441,15.09,0.08,0.04,autre
2025-01-08 04:15:00,1736309700,3944,107.72,0.53,0.2446,cours
2025-01-08 04:30:00,1736310600,4696,231.3,1.01,0.597,cours
2025-01-08 04:45:00,1736311500,2890,71.29,0.32,0.176,cours
2025-01-08 05:00:00,1736312400,3365,138.95,0.59,0.3913,cours
2025-01-08 05:15:00,1736313300,3514,189.87,0.75,0.4836,cours
2025-01-08 05:30:00,1736314200,2715,111.76,0.77,0.258,cours
2025-01-08 05:45:00,1736315100,994,33.72,0.15,0.0783,autre
2025-01-08 06:00:00,1736316000,3379,146.47,0.98,0.3933,cours
2025-01-08 06:15:00,1736316900,3919,183.07,1.36,0.4913,cours
2025-01-08 06:30:00,1736317800,2612,116.96,0.63,0.2709,cours
2025-01-08 06:45:00,1736318700,3062,186.34,0.73,0.4206,cours
2025-01-08 07:00:00,1736319600,4222,97.35,0.7,0.2708,cours
2025-01-08 07:15:00,1736320500,3127,123.99,0.75,0.3139,cours
2025-01-08 07:30:00,1736321400,5226,235.59,1.59,0.6139,cours
2025-01-08 07:45:00,1736322300,3100,174.8,1.06,0.3999,cours
2025-01-08 08:00:00,1736323200,3724,99.21,0.82,0.2768,cours
2025-01-08 08:15:00,1736324100,1079,49.65,0.32,0.1338,autre
2025-01-08 08:30:00,1736325000,2081,92.23,0.44,0.2169,cours
2025-01-08 08:45:00,1736325900,271,8.83,0.06,0.0249,autre
2025-01-08 09:00:00,1736326800,1974,55.59,0.22,0.1392,cours
2025-01-08 09:15:00,1736327700,1178,60.01,0.43,0.1522,autre
2025-01-08 09:30:00,1736328600,634,17.64,0.08,0.046,autre
2025-01-08 09:45:00,1736329500,6058,200.03,1.02,0.5136,cours
2025-01-08 10:00:00,1736330400,2935,98.41,0.67,0.2442,cours
2025-01-08 10:15:00,1736331300,3684,174.96,1.14,0.4779,cours
2025-01-08 10:30:00,1736332200,5042,233.68,1.2,0.5739,cours
2025-01-08 10:45:00,1736333100,1401,74.64,0.38,0.1734,autre
2025-01-08 11:00:00,1736334000,1418,48.35,0.32,0.1135,autre
2025-01-08 11:15:00,1736334900,1162,46.7,0.26,0.1278,autre
2025-01-08 11:30:00,1736335800,4524,174.57,1.34,0.4784,cours
2025-01-08 11:45:00,1736336700,977,46.62,0.2,0.1237,autre
2025-01-08 12:00:00,1736337600,1033,52.84,0.36,0.1369,autre
2025-01-08 12:15:00,1736338500,2948,70.25,0.5,0.1797,cours
2025-01-08 12:30:00,1736339400,2681,127.66,0.54,0.3054,cours
2025-01-08 12:45:00,1736340300,798,18.21,0.11,0.0512,autre
2025-01-08 13:00:00,1736341200,3329,122.27,0.6,0.3459,cours
2025-01-08 13:15:00,1736342100,664,21.45,0.14,0.0551,autre
2025-01-08 13:30:00,1736343000,4196,148.89,0.82,0.3547,cours
2025-01-08 13:45:00,1736343900,1086,35.39,0.24,0.0958,autre
2025-01-08 14:00:00,1736344800,3588,163.02,0.71,0.3936,cours
2025-01-08 14:15:00,1736345700,4977,162.28,0.78,0.4316,cours
2025-01-08 14:30:00,1736346600,2358,122.68,0.44,0.2797,cours
2025-01-08 14:45:00,1736347500,741,30.08,0.14,0.0684,autre
2025-01-08 15:00:00,1736348400,584,14.52,0.09,0.0382,autre
2025-01-08 15:15:00,1736349300,1633,74.74,0.56,0.2004,cours
2025-01-08 15:30:00,1736350200,3417,110.74,0.71,0.2831,cours
2025-01-08 15:45:00,1736351100,763,27.01,0.16,0.0722,autre
2025-01-08 16:00:00,1736352000,5013,240.19,1.69,0.5757,cours
2025-01-08 16:15:00,1736352900,989,37.05,0.22,0.0856,autre
2025-01-08 16:30:00,1736353800,2475,66.65,0.46,0.1597,cours
2025-01-08 16:45:00,1736354700,5354,208.17,1.1,0.4814,cours
2025-01-08 17:00:00,1736355600,4721,249.39,1.21,0.64,cours
2025-01-08 17:15:00,1736356500,4082,166.17,0.72,0.4545,cours
2025-01-08 17:30:00,1736357400,732,35.28,0.22,0.0832,autre
2025-01-08 17:45:00,1736358300,2540,108.43,0.47,0.2809,cours
2025-01-08 18:00:00,1736359200,3127,99.03,0.46,0.2374,cours
2025-01-08 18:15:00,1736360100,1126,39.68,0.24,0.1052,autre
2025-01-08 18:30:00,1736361000,5384,231.52,1.52,0.6465,cours
2025-01-08 18:45:00,1736361900,5043,154.31,0.82,0.3435,cours
2025-01-08 19:00:00,1736362800,653,19.63,0.09,0.0537,autre
2025-01-08 19:15:00,1736363700,464,17.1,0.08,0.0381,autre
2025-01-08 19:30:00,1736364600,3640,154.11,0.83,0.3442,cours
2025-01-08 19:45:00,1736365500,269,15.99,0.11,0.0372,autre
2025-01-08 20:00:00,1736366400,896,24.37,0.15,0.0586,autre
2025-01-08 20:15:00,1736367300,3352,138.73,0.98,0.3402,cours
2025-01-08 20:30:00,1736368200,3033,98.46,0.6,0.2255,cours
2025-01-08 20:45:00,1736369100,321,16.74,0.11,0.0442,autre
2025-01-08 21:00:00,1736370000,954,26.14,0.12,0.0659,autre
2025-01-08 21:15:00,1736370900,2967,112.8,0.68,0.2738,cours
2025-01-08 21:30:00,1736371800,449,20.9,0.13,0.0534,autre
2025-01-08 21:45:00,1736372700,50,2.29,0.01,0.0058,autre
2025-01-08 22:00:00,1736373600,3472,124.77,0.73,0.3257,cours
